"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"05477P","瑞昱富邦86售01","0","0","0","--","--","--","--"," ","0.00","1.60","30","1.62","30","0.00",
"05478P","上銀統一86售02","10,000","6","45,020","4.67","4.67","4.37","4.53","X","0.00","4.45","499","4.46","50","0.00",
"05479P","臺股指統一88售02","2,626,000","39","1,176,550","0.49","0.51","0.40","0.41","-","0.09","0.40","115","0.41","95","0.00",
"05480P","臺股指統一88售03","0","0","0","--","--","--","--"," ","0.00","5.15","100","5.20","100","0.00",
"05481P","元油2X元富86售01","0","0","0","--","--","--","--"," ","0.00","1.62","100","1.72","10","0.00",
"05482P","奇力新元富86售02","0","0","0","--","--","--","--"," ","0.00","3.41","100","3.51","10","0.00",
"05483P","臺股指元富86售06","0","0","0","--","--","--","--"," ","0.00","2.44","100","2.54","10","0.00",
"05484P","臺股指元富86售07","0","0","0","--","--","--","--"," ","0.00","1.38","100","1.48","10","0.00",
"05485P","臺股指元富86售08","102,000","4","206,270","2.02","2.05","2.00","2.03","X","0.00","2.04","100","2.07","100","0.00",
"05486P","大同康和86售04","1,194,000","14","777,990","0.64","0.67","0.63","0.64"," ","0.00","0.64","10","0.65","98","0.00",
"05487P","大同中信86售01","5,000","1","9,650","1.93","1.93","1.93","1.93","-","0.19","1.91","10","1.97","10","0.00",
"05488P","大同中信88售01","0","0","0","--","--","--","--"," ","0.00","1.82","416","1.90","10","0.00",
"05489P","奇力新群益86售01","0","0","0","--","--","--","--"," ","0.00","1.43","108","1.50","10","0.00",
"05490P","大立光群益86售01","0","0","0","--","--","--","--"," ","0.00","1.83","20","1.86","10","0.00",
"05491P","麗豐群益89售01","0","0","0","--","--","--","--"," ","0.00","3.22","20","3.28","10","0.00",
"05492P","康普群益89售01","0","0","0","--","--","--","--"," ","0.00","2.88","25","2.91","25","0.00",
"05493P","台灣50元大86售02","0","0","0","--","--","--","--"," ","0.00","2.50","25","2.52","25","0.00",
"05494P","元油2X元大86售08","22,000","6","49,700","2.37","2.37","2.10","2.10","-","0.28","2.10","25","2.11","25","0.00",
"05495P","英業達元大86售01","10,000","1","20,300","2.03","2.03","2.03","2.03","-","0.01","1.79","25","1.80","25","0.00",
"05496P","臺股指永豐86售02","0","0","0","--","--","--","--"," ","0.00","1.55","25","1.56","25","0.00",
"05497P","台灣50國票87售03","36,000","3","59,540","1.81","1.81","1.62","1.62","X","0.00","1.61","25","1.62","25","0.00",
"05498P","新光鋼國票88售01","0","0","0","--","--","--","--"," ","0.00","1.08","25","1.09","25","0.00",
"05499P","宏達電國票87售01","25,000","5","65,990","2.63","2.67","2.60","2.64","-","0.53","2.52","10","2.53","10","0.00",
"05500P","達方國票87售02","0","0","0","--","--","--","--"," ","0.00","2.55","499","2.65","10","0.00",
"05501P","義隆統一87售01","0","0","0","--","--","--","--"," ","0.00","2.22","499","2.31","20","0.00",
"05502P","元油2X元富86售02","0","0","0","--","--","--","--"," ","0.00","2.85","499","2.94","10","0.00",
"05503P","元油2X康和86售03","0","0","0","--","--","--","--"," ","0.00","2.41","499","2.45","40","0.00",
"05504P","宏碁富邦86售02","0","0","0","--","--","--","--"," ","0.00","2.56","499","2.61","30","0.00",
"05505P","T50反1統一86售02","2,000","1","7,140","3.57","3.57","3.57","3.57","X","0.00","3.53","140","3.57","20","0.00",
"05506P","GIS統一86售01","1,203,000","174","1,564,300","1.36","1.41","1.17","1.30","+","0.01","1.25","1","1.30","1","0.00",
"05507P","智易康和87售01","0","0","0","--","--","--","--"," ","0.00","2.48","10","2.51","10","0.00",
"05508P","T50反1永豐86售01","0","0","0","--","--","--","--"," ","0.00","2.00","10","2.02","10","0.00",
"05509P","創意永豐86售02","0","0","0","--","--","--","--"," ","0.00","3.67","10","3.71","10","0.00",
"05510P","嘉聯益永豐86售02","20,000","2","55,200","2.81","2.81","2.71","2.71","-","0.24","2.61","10","2.64","10","0.00",
"05511P","英業達中信86售02","30,000","3","45,000","1.45","1.53","1.45","1.53","+","0.10","1.53","30","1.63","10","0.00",
"05512P","聯發科中信87售01","1,320,000","20","2,042,940","1.58","1.63","1.51","1.56","-","0.15","1.56","25","1.58","10","0.00",
"05513P","英業達群益86售01","77,000","1","113,190","1.47","1.47","1.47","1.47"," ","0.00","1.42","100","1.43","100","0.00",
"05514P","致茂群益86售02","210,000","8","205,520","1.03","1.03","0.96","0.99","-","0.11","0.99","10","1.00","10","0.00",
"05515P","欣興群益86售02","100,000","4","77,500","0.80","0.80","0.75","0.75","-","0.22","0.76","10","0.77","10","0.00",
"05516P","智易群益89售01","395,000","16","228,870","0.59","0.59","0.55","0.58","-","0.17","0.57","10","0.58","10","0.00",
"05517P","T50反1凱基89售01","10,000","1","21,400","2.14","2.14","2.14","2.14","+","0.06","2.09","30","2.11","10","0.00",
"05518P","T50反1凱基89售02","219,000","11","74,920","0.34","0.35","0.34","0.34","+","0.04","0.33","20","0.34","20","0.00",
"05519P","上銀元大86售05","10,000","1","11,100","1.11","1.11","1.11","1.11","-","0.18","1.14","10","1.15","10","0.00",
"05520P","旺宏國票87售01","159,000","2","204,930","1.30","1.30","1.27","1.27","X","0.00","1.22","25","1.24","10","0.00",
"05521P","國巨中信86售02","558,000","9","406,140","0.73","0.73","0.71","0.71","-","0.04","0.72","100","0.73","100","0.00",
"05522P","國巨中信88售01","57,000","3","92,620","1.66","1.66","1.61","1.61","-","0.03","1.59","100","1.61","100","0.00",
"05523P","旺宏中信88售01","44,000","2","68,860","1.56","1.57","1.56","1.57","X","0.00","1.56","25","1.57","10","0.00",
"05524P","啟碁中信86售01","3,000","1","22,350","7.45","7.45","7.45","7.45","X","0.00","7.25","30","7.35","30","0.00",
"05525P","上銀兆豐87售01","0","0","0","--","--","--","--"," ","0.00","7.60","30","7.70","30","0.00",
"05526P","東聯群益86售01","33,000","4","207,900","7.50","7.50","6.10","6.25","-","1.10","6.00","30","6.05","30","0.00",
"05527P","鴻海群益86售02","20,000","2","20,200","1.04","1.04","0.98","0.98"," ","0.00","0.95","10","0.99","10","0.00",
"05528P","宏碁群益86售01","4,000","2","8,640","2.18","2.18","2.14","2.14","X","0.00","2.07","10","2.15","10","0.00",
"05529P","台光電群益86售03","0","0","0","--","--","--","--"," ","0.00","1.53","100","1.58","10","0.00",
"05530P","新光金群益86售01","437,000","6","621,310","1.42","1.43","1.42","1.42","+","0.04","1.41","100","1.42","100","0.00",
"05531P","華新科凱基86售11","239,000","6","345,900","1.42","1.45","1.42","1.43","+","0.03","1.42","100","1.43","100","0.00",
"05532P","華新科凱基86售12","38,000","3","49,880","1.31","1.32","1.31","1.32","-","0.06","1.18","25","1.19","25","0.00",
"05533P","華新科凱基86售13","0","0","0","--","--","--","--"," ","0.00","0.17","10","0.18","10","0.00",
"05534P","儒鴻國票87售01","238,000","11","253,250","1.04","1.10","1.00","1.00","-","0.05","1.02","10","1.03","10","0.00",
"05535P","瑞昱國票86售02","176,000","6","72,820","0.42","0.42","0.38","0.38","-","0.04","0.38","20","0.39","10","0.00",
"05536P","聯發科國票86售02","0","0","0","--","--","--","--"," ","0.00","0.62","10","0.63","10","0.00",
"05537P","欣興國票87售01","2,000","2","1,510","0.75","0.76","0.75","0.76","+","0.02","0.77","10","0.78","10","0.00",
"05538P","南電國票87售01","0","0","0","--","--","--","--"," ","0.00","0.99","25","1.02","10","0.00",
"05539P","滬深2X富邦86售03","0","0","0","--","--","--","--"," ","0.00","3.12","25","3.17","10","0.00",
"055407","中壽第一71購01","0","0","0","--","--","--","--"," ","0.00","0.01","10","0.10","10","30.00",
"055408","亞德客第一71購01","0","0","0","--","--","--","--"," ","0.00","8.70","10","--","0","523.00",
"05540P","聯發科富邦88售01","100,000","1","153,000","1.53","1.53","1.53","1.53","-","0.18","1.50","100","1.56","100","0.00",
"05541P","可成富邦87售02","18,000","1","16,740","0.93","0.93","0.93","0.93","+","0.04","0.94","100","1.04","10","0.00",
"05542P","大同元大86售03","637,000","12","619,220","1.01","1.03","0.89","0.90","-","0.09","0.86","100","0.87","100","0.00",
"05543P","可成元大86售08","351,000","4","236,730","0.67","0.68","0.64","0.64","-","0.03","0.65","100","0.66","100","0.00",
"05544P","鴻海兆豐86售04","423,000","7","342,930","0.79","0.85","0.79","0.83","+","0.04","0.81","100","0.82","100","0.00",
"05545P","大成鋼凱基88售03","31,000","1","22,940","0.74","0.74","0.74","0.74","+","0.03","0.73","100","0.74","100","0.00",
"05546P","鴻海中信86售04","1,058,000","21","988,140","0.93","0.96","0.90","0.92","+","0.02","0.91","100","0.92","100","0.00",
"05547P","大同中信88售03","29,000","9","52,190","1.85","1.85","1.75","1.75","-","0.15","1.73","495","1.74","495","0.00",
"05548P","聯發科中信8A售02","0","0","0","--","--","--","--"," ","0.00","0.68","495","0.69","495","0.00",
"05549P","可成中信87售02","691,000","10","768,900","1.10","1.15","1.09","1.09","+","0.03","1.09","25","1.10","10","0.00",
"05550P","致茂元大86售02","259,000","10","289,330","1.13","1.13","1.11","1.11","-","0.03","1.09","100","1.11","100","0.00",
"05551P","新光金元大86售02","27,000","3","25,330","0.97","0.97","0.93","0.93","-","0.09","0.93","100","0.95","100","0.00",
"05552P","元上證群益86售01","378,000","11","467,850","1.23","1.26","1.23","1.24","+","0.03","1.19","100","1.20","100","0.00",
"055531","力達第一71購01","0","0","0","--","--","--","--"," ","0.00","0.01","10","0.10","10","99.80",
"055532","王品第一71購01","0","0","0","--","--","--","--"," ","0.00","0.01","10","0.11","10","135.00",
"055533","彩晶第一71購01","0","0","0","--","--","--","--"," ","0.00","0.83","10","0.93","10","10.05",
"055534","群電第一71購01","0","0","0","--","--","--","--"," ","0.00","2.08","10","2.18","10","61.20",
"05553P","力山群益86售02","3,000","2","4,500","1.50","1.50","1.50","1.50","+","0.01","1.49","100","1.50","100","0.00",
"05554P","台達電群益86售01","262,000","8","460,840","1.74","1.81","1.74","1.74","-","0.02","1.74","100","1.76","100","0.00",
"05555P","英業達群益86售02","20,000","1","28,800","1.44","1.44","1.44","1.44","+","0.02","1.45","499","1.47","200","0.00",
"05556P","瑞昱群益86售02","101,000","11","164,970","1.63","1.67","1.61","1.67","-","0.01","1.67","10","1.68","10","0.00",
"05557P","義隆群益86售01","56,000","2","49,840","0.89","0.89","0.89","0.89","+","0.02","0.88","10","0.89","10","0.00",
"05558P","玉晶光群益88售01","517,000","7","347,120","0.69","0.69","0.66","0.68","-","0.17","0.65","10","0.66","10","0.00",
"05559P","揚明光群益86售02","224,000","26","166,090","0.77","0.77","0.73","0.73","-","0.09","0.72","13","0.73","6","0.00",
"05560P","亞光富邦86售02","0","0","0","--","--","--","--"," ","0.00","1.53","10","1.62","10","0.00",
"05561P","美律中信86售02","162,000","8","194,690","1.21","1.22","1.18","1.18","-","0.03","1.17","30","1.18","30","0.00",
"05562P","全新永豐86售03","24,000","3","20,240","0.86","0.86","0.82","0.82","+","0.01","0.79","10","0.82","10","0.00",
"05563P","禾伸堂永豐86售02","20,000","1","35,600","1.78","1.78","1.78","1.78","+","0.03","1.75","10","1.79","10","0.00",
"05564P","英業達群益86售03","0","0","0","--","--","--","--"," ","0.00","1.02","108","1.06","10","0.00",
"05565P","美律群益86售04","214,000","3","115,070","0.53","0.54","0.53","0.54","+","0.06","0.53","25","0.54","11","0.00",
"05566P","京元電群益86售02","11,000","1","18,700","1.70","1.70","1.70","1.70","X","0.00","1.68","25","1.69","10","0.00",
"05567P","宏達電群益86售04","247,000","2","264,290","1.07","1.07","1.07","1.07","X","0.00","1.07","25","1.08","10","0.00",
"05568P","大立光群益86售05","10,000","1","8,200","0.82","0.82","0.82","0.82"," ","0.00","0.82","25","0.83","10","0.00",
"05569P","大立光群益86售06","0","0","0","--","--","--","--"," ","0.00","1.84","100","1.94","10","0.00",
"05570P","大立光群益86售07","200,000","6","209,170","1.06","1.07","1.04","1.04","-","0.11","1.03","100","1.04","110","0.00",
"05571P","麗豐國票87售01","739,000","20","868,630","1.18","1.21","1.10","1.11","-","0.13","1.12","100","1.13","100","0.00",
"055728","美律第一71購01","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","197.00",
"055729","康友第一71購01","50,000","2","500","0.01","0.01","0.01","0.01","-","0.14","0.01","10","0.10","10","414.00",
"05572P","大同元大86售04","3,729,000","55","983,400","0.31","0.31","0.24","0.25","-","0.01","0.24","185","0.28","100","0.00",
"05573P","大同元大86售05","1,430,000","29","410,090","0.29","0.32","0.25","0.25","-","0.03","0.25","80","0.26","100","0.00",
"05574P","GIS元大86售03","91,000","10","161,610","1.82","1.82","1.74","1.74","-","0.14","1.72","495","1.73","495","0.00",
"05575P","金融類元大86售01","99,000","8","144,120","1.48","1.48","1.40","1.40","-","0.10","1.38","495","1.39","495","0.00",
"05576P","金融類元大86售02","224,000","17","297,660","1.37","1.38","1.27","1.27","-","0.14","1.26","505","1.27","485","0.00",
"055773","微星第一71購01","0","0","0","--","--","--","--"," ","0.00","0.01","10","0.04","8","79.90",
"05577P","台灣50元富88售02","85,000","3","141,350","1.67","1.67","1.65","1.67","X","0.00","1.56","350","1.58","170","0.00",
"05578P","上銀群益86售04","480,000","14","588,300","1.25","1.27","1.18","1.19","-","0.04","1.20","460","1.21","270","0.00",
"05579P","大同群益86售05","50,000","2","61,800","1.22","1.24","1.22","1.24","-","0.06","1.14","10","1.15","10","0.00",
"05580P","上銀統一86售03","20,000","1","29,200","1.46","1.46","1.46","1.46","+","0.01","1.46","30","1.47","30","0.00",
"05581P","臺股指康和86售04","20,000","1","27,800","1.39","1.39","1.39","1.39","+","0.02","1.38","30","1.40","30","0.00",
"05582P","臺股指康和86售05","186,000","4","278,640","1.53","1.53","1.47","1.47","-","0.07","1.45","30","1.46","30","0.00",
"05583P","臺股指康和86售06","50,000","1","46,000","0.92","0.92","0.92","0.92","-","0.01","0.91","499","0.93","200","0.00",
"05584P","臺股指康和86售07","0","0","0","--","--","--","--"," ","0.00","3.17","499","3.23","10","0.00",
"055853","友達第一71購01","229,000","2","2,290","0.01","0.01","0.01","0.01","X","0.00","0.01","10","0.02","25","12.35",
"05585P","上証2X元富86售03","455,000","8","827,050","1.85","1.88","1.76","1.76","-","0.19","1.75","25","1.76","25","0.00",
"055864","台積電群益71購01","5,000","1","12,100","2.42","2.42","2.42","2.42","X","0.00","2.34","25","2.42","5","232.50",
"05586P","全新元富86售01","53,000","3","95,910","1.83","1.83","1.80","1.80","-","0.14","1.79","25","1.81","10","0.00",
"05587P","奇力新永豐86售03","0","0","0","--","--","--","--"," ","0.00","2.17","100","2.27","10","0.00",
"05588P","TPK永豐86售02","956,000","18","1,318,900","1.37","1.42","1.32","1.34","-","0.03","1.33","100","1.34","100","0.00",
"05589P","滬深2X凱基86售08","5,000","1","4,350","0.87","0.87","0.87","0.87","-","0.09","0.88","108","0.91","10","0.00",
"05590P","S&P反1凱基86售01","0","0","0","--","--","--","--"," ","0.00","1.61","10","1.68","10","0.00",
"05591P","鴻海元大86售09","0","0","0","--","--","--","--"," ","0.00","2.30","108","2.38","10","0.00",
"05592P","鴻海元大86售10","202,000","3","251,680","1.34","1.34","1.24","1.24","-","0.11","1.24","25","1.26","25","0.00",
"05593P","國巨元大86售06","74,000","2","49,580","0.67","0.67","0.67","0.67","+","0.01","0.64","10","0.65","10","0.00",
"05594P","國巨元大86售07","1,628,000","59","1,552,390","1.02","1.02","0.86","0.87","-","0.13","0.87","519","0.88","290","0.00",
"05595P","華邦電元大86售04","55,000","4","235,950","4.25","4.42","4.24","4.42","+","0.13","4.40","499","4.45","55","0.00",
"05596P","聯發科元大86售03","0","0","0","--","--","--","--"," ","0.00","4.19","499","4.29","10","0.00",
"05597P","聯發科元大86售04","377,000","25","277,720","0.81","0.81","0.67","0.69","-","0.12","0.69","20","0.71","10","0.00",
"05598P","可成元大86售09","126,000","5","215,770","1.75","1.75","1.69","1.70","-","0.35","1.70","10","1.73","10","0.00",
"05599P","麗豐元大86售02","733,000","17","998,810","1.31","1.43","1.31","1.43","+","0.12","1.39","10","1.40","10","0.00",
"05600P","貿聯國票87售01","0","0","0","--","--","--","--"," ","0.00","2.90","10","2.93","10","0.00",
"05601P","大同國泰86售06","0","0","0","--","--","--","--"," ","0.00","1.75","25","1.76","10","0.00",
"05602P","大同富邦86售02","101,000","8","120,280","1.16","1.21","1.16","1.21","-","0.02","1.20","30","1.21","30","0.00",
"05603P","中鋼中信89售02","182,000","6","165,010","0.94","0.94","0.90","0.93","-","0.07","0.90","30","0.91","30","0.00",
"05604P","台灣50群益87售02","130,000","11","153,100","1.18","1.18","1.17","1.17","X","0.00","0.98","1","1.17","51","0.00",
"05605P","元油2X群益87售02","138,000","4","200,220","1.44","1.47","1.44","1.47","+","0.04","1.42","30","1.45","30","0.00",
"05606P","美律群益8A售01","131,000","6","169,210","1.26","1.37","1.26","1.37"," ","0.00","1.35","499","1.36","100","0.00",
"05607P","大同凱基87售01","30,000","2","55,700","1.85","1.86","1.85","1.86","+","0.03","1.86","5","1.87","25","0.00",
"05608P","大同凱基87售02","117,000","3","150,590","1.29","1.29","1.27","1.27","-","0.02","1.24","499","1.26","200","0.00",
"05609P","大同國票87售01","0","0","0","--","--","--","--"," ","0.00","1.15","499","1.16","299","0.00",
"05610P","嘉澤國票88售01","5,000","1","3,050","0.61","0.61","0.61","0.61"," ","0.00","0.60","25","0.61","25","0.00",
"05611P","元油2X元大87售01","200,000","6","341,810","1.67","1.73","1.67","1.73","+","0.08","1.70","25","1.71","25","0.00",
"05612P","大成鋼元大87售02","244,000","17","183,450","0.79","0.82","0.70","0.71","-","0.11","0.73","10","0.74","10","0.00",
"05613P","大成鋼元大87售03","9,000","2","18,290","2.01","2.06","2.01","2.06","X","0.00","2.04","10","2.06","6","0.00",
"05614P","上銀元大87售03","27,000","6","15,650","0.62","0.62","0.57","0.57","-","0.14","0.56","100","0.57","100","0.00",
"056152","台灣50第一71購01","0","0","0","--","--","--","--"," ","0.00","3.06","10","3.16","10","82.60",
"05615P","為升元大87售03","413,000","6","173,370","0.42","0.43","0.41","0.43"," ","0.00","0.41","100","0.42","100","0.00",
"05616P","台積電元大87售02","225,000","5","139,230","0.60","0.62","0.60","0.61","-","0.02","0.61","100","0.62","100","0.00",
"05617P","技嘉元大87售02","223,000","9","186,460","0.86","0.86","0.82","0.82","+","0.01","0.81","100","0.82","100","0.00",
"05618P","晶電元大88售03","0","0","0","--","--","--","--"," ","0.00","2.01","100","2.03","100","0.00",
"05619P","可成元大87售11","252,000","2","268,600","1.07","1.07","1.06","1.06","-","0.02","1.08","100","1.09","100","0.00",
"05620P","可成元大87售12","0","0","0","--","--","--","--"," ","0.00","0.97","30","0.98","30","0.00",
"05621P","華新科元大8A售01","0","0","0","--","--","--","--"," ","0.00","0.94","30","0.95","30","0.00",
"05622P","宏達電元大87售03","138,000","2","152,460","1.11","1.11","1.07","1.07","-","0.07","1.08","30","1.12","30","0.00",
"05623P","欣興元大88售01","61,000","5","147,320","2.39","2.42","2.39","2.40","+","0.05","2.39","499","2.41","100","0.00",
